,Unnamed: 0,CellPath,RawFilePath,plate,path,type,image_name,cell_id_filename,MH_score,cell_id,KG_score
33,34,local_staging/singlecells/singlecells/F108C10.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000096/3i0/63X_zstacks/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 1_C3.tif,5500000096,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F108C10.tif,live,F108C10,F108C10_ACTN2_only.jpg,2,F108C10,2
34,35,local_staging/singlecells/singlecells/F108C6.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000096/3i0/63X_zstacks/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 1_C3.tif,5500000096,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F108C6.tif,live,F108C6,F108C6_ACTN2_only.jpg,3,F108C6,3
35,36,local_staging/singlecells/singlecells/F1093C15.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 27_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1093C15.tif,live,F1093C15,F1093C15_ACTN2_only.jpg,3,F1093C15,4
36,37,local_staging/singlecells/singlecells/F1093C3.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 27_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1093C3.tif,live,F1093C3,F1093C3_ACTN2_only.jpg,3,F1093C3,4
37,38,local_staging/singlecells/singlecells/F1098C19.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 31_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1098C19.tif,live,F1098C19,F1098C19_ACTN2_only.jpg,2,F1098C19,3
38,39,local_staging/singlecells/singlecells/F109C17.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000096/3i0/63X_zstacks/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 20_C3.tif,5500000096,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F109C17.tif,live,F109C17,F109C17_ACTN2_only.jpg,2,F109C17,2
39,40,local_staging/singlecells/singlecells/F1101C8.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 34_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1101C8.tif,live,F1101C8,F1101C8_ACTN2_only.jpg,3,F1101C8,4
40,41,local_staging/singlecells/singlecells/F1102C8.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 35_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1102C8.tif,live,F1102C8,F1102C8_ACTN2_only.jpg,3,F1102C8,4
41,42,local_staging/singlecells/singlecells/F1103C25.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 3_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1103C25.tif,live,F1103C25,F1103C25_ACTN2_only.jpg,2,F1103C25,4
42,43,local_staging/singlecells/singlecells/F1107C7.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 7_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1107C7.tif,live,F1107C7,F1107C7_ACTN2_only.jpg,3,F1107C7,4
43,44,local_staging/singlecells/singlecells/F1108C5.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 8_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1108C5.tif,live,F1108C5,F1108C5_ACTN2_only.jpg,3,F1108C5,4
44,45,local_staging/singlecells/singlecells/F1109C13.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C3 [144] Montage - 9_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1109C13.tif,live,F1109C13,F1109C13_ACTN2_only.jpg,3,F1109C13,3
45,46,local_staging/singlecells/singlecells/F1111C40.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 11_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1111C40.tif,live,F1111C40,F1111C40_ACTN2_only.jpg,3,F1111C40,4
46,47,local_staging/singlecells/singlecells/F1112C10.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 12_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1112C10.tif,live,F1112C10,F1112C10_ACTN2_only.jpg,2,F1112C10,3
47,48,local_staging/singlecells/singlecells/F1113C10.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 13_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1113C10.tif,live,F1113C10,F1113C10_ACTN2_only.jpg,0,F1113C10,3
48,49,local_staging/singlecells/singlecells/F1114C20.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 14_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1114C20.tif,live,F1114C20,F1114C20_ACTN2_only.jpg,4,F1114C20,4
49,50,local_staging/singlecells/singlecells/F1117C15.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 3_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1117C15.tif,live,F1117C15,F1117C15_ACTN2_only.jpg,2,F1117C15,3
50,51,local_staging/singlecells/singlecells/F1117C28.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 3_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1117C28.tif,live,F1117C28,F1117C28_ACTN2_only.jpg,3,F1117C28,3
51,52,local_staging/singlecells/singlecells/F1119C11.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 5_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1119C11.tif,live,F1119C11,F1119C11_ACTN2_only.jpg,4,F1119C11,4
52,53,local_staging/singlecells/singlecells/F1119C62.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C4 [144] Montage - 5_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1119C62.tif,live,F1119C62,F1119C62_ACTN2_only.jpg,3,F1119C62,4
53,54,local_staging/singlecells/singlecells/F111C12.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000096/3i0/63X_zstacks/5500000096_63x_20190523_Capture 1 - Capture 1 - C5 [144] Montage - 22_C3.tif,5500000096,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F111C12.tif,live,F111C12,F111C12_ACTN2_only.jpg,2,F111C12,2
54,55,local_staging/singlecells/singlecells/F1124C20.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 10_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1124C20.tif,live,F1124C20,F1124C20_ACTN2_only.jpg,3,F1124C20,4
55,56,local_staging/singlecells/singlecells/F1124C35.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 10_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1124C35.tif,live,F1124C35,F1124C35_ACTN2_only.jpg,3,F1124C35,4
56,57,local_staging/singlecells/singlecells/F1124C6.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 10_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1124C6.tif,live,F1124C6,F1124C6_ACTN2_only.jpg,3,F1124C6,4
57,58,local_staging/singlecells/singlecells/F1125C54.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 11_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1125C54.tif,live,F1125C54,F1125C54_ACTN2_only.jpg,4,F1125C54,5
58,59,local_staging/singlecells/singlecells/F1127C11.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 13_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1127C11.tif,live,F1127C11,F1127C11_ACTN2_only.jpg,4,F1127C11,4
59,60,local_staging/singlecells/singlecells/F1128C31.tif,/allen/aics/microscopy/PRODUCTION/PIPELINE_6/5500000099/3i0/63X_zstacks/5500000099_63x_20190607_Capture 1 - Capture 1 - C5 [144] Montage - 14_C3.tif,5500000099,/allen/aics/assay-dev/MicroscopyOtherData/Viana/projects/cardio_pipeline6_analysis/local_staging/singlecells/singlecells/F1128C31.tif,live,F1128C31,F1128C31_ACTN2_only.jpg,2,F1128C31,3
